account_id,user_id,bank_id,account_number,account_type,balance,account_status,opening_date
ACC00207,U01135,B006,993370046274,Savings,267704,Active,2/14/2018
ACC00208,U00987,B023,942823952857,Savings,121442,Active,1/26/2017
ACC00209,U04012,B016,919741282608,Savings,139685,Active,10/26/2011
ACC00210,U01929,B013,668197245801,Savings,410309,Active,11/17/2013
ACC00211,U00270,B030,537677995804,Savings,489731,Active,2/3/2010
ACC00212,U03237,B021,955892695826,Savings,441477,Active,9/5/2019
ACC00213,U01519,B014,985144123132,Savings,354757,Active,4/25/2011
ACC00214,U02810,B007,252846043010,Savings,106289,Active,1/22/2017
ACC00215,U01450,B013,794871881654,Savings,193197,Active,5/29/2018
ACC00216,U04067,B005,102661739503,Savings,363710,Active,10/7/2011
ACC00217,U03752,B010,800977335462,Savings,337237,Active,6/28/2015
ACC00218,U01082,B022,366916780809,Savings,273735,Active,11/6/2012
ACC00219,U04048,B001,374376647869,Savings,472873,Active,11/16/2012
ACC00220,U04294,B017,540015672841,Savings,275232,Active,1/19/2023
ACC00221,U01530,B018,383776543462,Savings,195844,Active,6/21/2021
ACC00222,U04683,B016,199365295251,Savings,213203,Active,3/21/2014
ACC00223,U04314,B001,489277774428,Savings,93561,Active,6/4/2010
ACC00224,U00108,B003,413614880470,Savings,437142,Active,6/13/2017
ACC00225,U03726,B015,865696156754,Current,186917,Active,9/26/2013
ACC00226,U03423,B017,767971517648,Savings,369133,Active,11/15/2013
ACC00227,U01474,B016,484322059302,Savings,228839,Active,6/29/2010
ACC00228,U01238,B002,508716939141,Savings,103838,Active,1/28/2012
ACC00229,U04664,B029,822274396603,Savings,462594,Active,2/19/2022
ACC00230,U00118,B010,908620716840,Savings,136763,Active,11/17/2021
ACC00231,U03537,B016,529222502975,Savings,250305,Active,1/13/2014
ACC00232,U02791,B021,525538775641,Savings,490083,Active,9/18/2014
ACC00233,U03439,B012,257292566916,Current,476872,Active,10/13/2014
ACC00234,U01154,B015,592432605708,Savings,286229,Active,4/26/2014
ACC00235,U02396,B001,880382376005,Savings,498704,Active,1/17/2013
ACC00236,U03446,B030,189126522057,Savings,256146,Active,12/16/2018
ACC00237,U01186,B002,499749393674,Savings,445970,Active,1/16/2018
ACC00238,U01000,B014,437791243938,Savings,141916,Active,8/1/2016
ACC00239,U01597,B019,508357532404,Savings,308788,Active,8/28/2011
ACC00240,U00412,B001,453059066591,Savings,17945,Active,2/26/2021
ACC00241,U02899,B023,835796550840,Savings,90744,Active,11/17/2020
ACC00242,U03783,B010,207981371755,Savings,14501,Active,3/26/2013
ACC00243,U01434,B009,475355603608,Savings,370998,Active,1/22/2012
ACC00244,U02774,B020,575431867809,Savings,86896,Active,5/17/2015
ACC00245,U01896,B003,146157840620,Savings,197271,Active,10/2/2018
ACC00246,U04903,B008,881373671809,Savings,488428,Active,12/28/2017
ACC00247,U03007,B021,118913946966,Savings,72626,Active,6/22/2013
ACC00248,U01911,B006,862353036194,Savings,480730,Active,12/29/2015
ACC00249,U04424,B026,571763892677,Savings,378378,Active,1/18/2012
ACC00250,U00979,B008,273766248579,Savings,369743,Active,5/3/2017
ACC00251,U01337,B008,227961554200,Savings,464070,Active,2/4/2010
ACC00252,U03021,B011,606341440521,Savings,160968,Active,12/27/2014
ACC00253,U02620,B013,859551678423,Savings,41488,Active,11/30/2016
ACC00254,U01235,B006,510887756566,Savings,443582,Active,11/9/2015
ACC00255,U03173,B008,575604898511,Savings,65031,Active,1/23/2010
ACC00256,U01860,B005,631444976225,Savings,88443,Active,12/2/2022
ACC00257,U02175,B013,338980912935,Current,276350,Active,12/18/2015
ACC00258,U02813,B003,322378181316,Savings,142458,Active,9/4/2013
ACC00259,U03180,B021,213363363688,Savings,432170,Active,3/28/2015
ACC00260,U00126,B003,384889485432,Savings,147651,Active,1/9/2012
ACC00261,U01169,B011,284717063203,Savings,407243,Active,9/2/2020
ACC00262,U01304,B005,274319236652,Savings,429387,Active,11/28/2019
ACC00263,U02519,B007,288803249705,Savings,9302,Active,4/6/2019
ACC00264,U02502,B030,494305410076,Savings,33691,Active,7/2/2015
ACC00265,U03177,B025,391569781110,Savings,213551,Active,11/22/2015
ACC00266,U00142,B029,902261708781,Savings,53545,Active,4/26/2019
ACC00267,U03916,B008,953476695875,Current,59409,Active,3/24/2018
ACC00268,U01530,B027,650362037227,Savings,442710,Active,5/1/2021
ACC00269,U04687,B005,631112398843,Savings,257962,Active,8/25/2011
ACC00270,U02732,B008,388744674034,Savings,134666,Active,9/24/2011
ACC00271,U04408,B026,712609504409,Savings,347125,Active,9/6/2017
ACC00272,U00113,B017,748887258304,Savings,212787,Active,6/2/2013
ACC00273,U02974,B022,342693896705,Savings,441392,Active,10/2/2017
ACC00274,U00924,B019,126517900935,Savings,211342,Active,2/17/2014
ACC00275,U00917,B022,816409749699,Savings,210307,Active,9/10/2013
ACC00276,U03146,B027,694356837445,Savings,7214,Active,11/20/2016
ACC00277,U04545,B015,512314753836,Savings,170875,Active,10/17/2016
ACC00278,U01601,B007,840137586074,Savings,59011,Active,12/31/2018
ACC00279,U00095,B023,790579951425,Savings,179216,Active,11/17/2018
ACC00280,U01523,B001,836365700791,Savings,99168,Active,8/21/2021
ACC00281,U01683,B009,993203335465,Savings,334960,Active,4/1/2012
ACC00282,U04347,B016,105338507251,Savings,411723,Active,8/4/2019
ACC00283,U04538,B029,530880878643,Savings,243882,Active,10/30/2011
ACC00284,U03900,B013,519437522026,Savings,227137,Active,1/3/2012
ACC00285,U04884,B022,698597280269,Savings,253632,Active,9/28/2010
ACC00286,U04660,B012,318158478063,Savings,46179,Active,2/26/2016
ACC00287,U04254,B015,701357646632,Savings,222535,Active,12/2/2012
ACC00288,U00195,B030,348325060337,Savings,354222,Active,12/22/2017
ACC00289,U00791,B007,609854427401,Current,203890,Active,5/25/2014
ACC00290,U04940,B023,787452205567,Savings,116622,Active,10/8/2014
ACC00291,U00006,B006,763587967727,Savings,484930,Active,8/29/2016
ACC00292,U03455,B016,472350180387,Savings,448528,Active,12/5/2013
ACC00293,U04210,B023,955414462964,Savings,424387,Active,1/7/2011
ACC00294,U02271,B025,641021080570,Savings,481702,Active,1/11/2012
ACC00295,U03077,B013,435709313403,Savings,434607,Active,8/20/2022
ACC00296,U02080,B016,724953403418,Savings,256671,Active,12/23/2014
ACC00297,U04000,B020,835769666626,Savings,423231,Active,6/10/2013
ACC00298,U03990,B025,166708369345,Savings,209243,Active,6/5/2011
ACC00299,U01728,B026,229779433097,Savings,484507,Active,6/25/2018
ACC00300,U00159,B027,353925135263,Savings,88224,Active,11/23/2014
ACC00301,U00033,B006,504464801982,Savings,244705,Active,6/18/2012
ACC00302,U01003,B027,158627956466,Current,326503,Active,12/10/2017
ACC00303,U00166,B002,274094351402,Savings,232704,Active,7/28/2012
ACC00304,U03008,B021,702508821127,Savings,83179,Active,12/7/2010
ACC00305,U01877,B004,756940842248,Savings,220695,Active,10/21/2011
ACC00306,U03230,B030,939843357916,Savings,267594,Active,10/5/2016
ACC00307,U00971,B002,472507638522,Savings,319461,Active,3/21/2021
ACC00308,U04332,B012,396009397206,Savings,405339,Active,12/23/2018
ACC00309,U01354,B029,707448983234,Savings,341910,Active,6/10/2021
ACC00310,U00766,B011,210154154179,Savings,166061,Active,4/30/2018
ACC00311,U03614,B019,760277155652,Savings,139242,Active,8/27/2017
ACC00312,U00669,B020,960790904897,Savings,34108,Active,11/16/2010
ACC00313,U03054,B027,715751907063,Savings,73242,Active,2/26/2016
ACC00314,U02365,B002,888922425598,Savings,27457,Active,12/12/2015
ACC00315,U00613,B015,840933185439,Savings,240347,Active,7/9/2013
ACC00316,U02185,B014,973871976846,Savings,302936,Active,11/27/2017
ACC00317,U00637,B012,854529998761,Savings,8192,Active,8/15/2016
ACC00318,U01533,B009,872532434791,Savings,471079,Active,4/20/2022
ACC00319,U03528,B012,882960306022,Savings,325986,Active,4/30/2013
ACC00320,U04164,B030,991441566234,Savings,109358,Active,3/13/2015
ACC00321,U00115,B023,200166691974,Savings,39131,Active,3/7/2021
ACC00322,U00746,B010,650446559757,Savings,252983,Active,6/6/2015
ACC00323,U02891,B017,484681205969,Savings,411544,Active,10/6/2014
ACC00324,U04391,B018,464209998500,Savings,249184,Active,3/15/2014
ACC00325,U03457,B004,508179936462,Savings,260900,Active,11/10/2013
ACC00326,U03516,B010,197779978207,Savings,78393,Active,4/15/2015
ACC00327,U01168,B021,576741212617,Savings,11982,Active,4/7/2014
ACC00328,U00125,B013,389197422343,Savings,26834,Active,6/10/2010
ACC00329,U04374,B020,985828599887,Savings,439665,Active,12/19/2013
ACC00330,U04993,B003,633144752394,Savings,172311,Active,3/31/2019
ACC00331,U04345,B007,441603707236,Savings,278043,Active,2/16/2019
ACC00332,U02841,B011,525803474472,Savings,440358,Active,1/20/2018
ACC00333,U00570,B019,851494708193,Savings,357914,Active,7/27/2014
ACC00334,U00878,B009,356395342808,Current,329893,Active,2/5/2016
ACC00335,U00049,B024,745837537371,Savings,51333,Active,1/17/2016
ACC00336,U02375,B010,609580267759,Savings,52865,Active,12/22/2014
ACC00337,U03036,B006,412230465162,Savings,199688,Active,2/4/2012
ACC00338,U02633,B005,186693611902,Savings,315739,Active,2/3/2019
ACC00339,U02405,B030,603376187001,Savings,38272,Active,5/26/2017
ACC00340,U04918,B025,468514554167,Savings,45462,Active,6/8/2017
ACC00341,U01512,B013,375967340535,Savings,240393,Active,7/11/2022
ACC00342,U00624,B013,624521620115,Savings,279717,Active,7/4/2014
ACC00343,U02633,B021,938463874117,Savings,322338,Active,4/4/2019
ACC00344,U01797,B004,292414644354,Savings,225256,Active,5/1/2019
ACC00345,U01858,B025,932913049026,Savings,24613,Active,8/1/2018
ACC00346,U04427,B022,444037346308,Savings,148575,Active,11/9/2021
ACC00347,U00900,B021,173245744988,Savings,305832,Active,1/18/2016
ACC00348,U02507,B005,291939806694,Savings,229415,Active,5/30/2012
ACC00349,U02406,B015,417548772885,Savings,464917,Active,8/13/2012
ACC00350,U00122,B006,704673372573,Savings,282676,Active,7/29/2017
ACC00351,U02773,B029,140344790008,Savings,402717,Active,3/11/2016
ACC00352,U02779,B010,304563698057,Savings,32497,Active,11/20/2013
ACC00353,U02569,B016,349978764307,Savings,187209,Active,3/30/2017
ACC00354,U03053,B017,184929635626,Savings,90059,Active,5/27/2010
ACC00355,U01917,B024,450405613458,Savings,130648,Active,9/12/2018
ACC00356,U04620,B001,898625650552,Savings,447195,Active,6/16/2016
ACC00357,U00247,B012,468687853399,Savings,187714,Active,6/20/2017
ACC00358,U01476,B023,983502914284,Current,457441,Active,2/15/2016
ACC00359,U03877,B028,286701575734,Savings,273772,Active,4/22/2024
ACC00360,U02967,B025,872167664784,Savings,145699,Active,10/5/2013
ACC00361,U00033,B028,894875303012,Savings,28428,Active,6/18/2021
ACC00362,U02458,B029,888328290564,Savings,227339,Active,8/17/2023
ACC00363,U00904,B001,963336752791,Savings,107696,Active,1/12/2015
ACC00364,U03983,B021,473277347475,Savings,118400,Active,6/4/2020
ACC00365,U02727,B002,911855032443,Savings,445057,Active,12/15/2018
ACC00366,U00991,B025,243315845298,Savings,339951,Active,6/5/2019
ACC00367,U01019,B009,684079894156,Savings,350775,Active,10/24/2013
ACC00368,U02717,B014,855804140362,Current,42882,Active,8/20/2018
ACC00369,U01046,B022,865104198782,Savings,146795,Active,8/23/2010
ACC00370,U00326,B027,201486442745,Savings,284831,Active,4/4/2018
ACC00371,U03628,B030,881521611062,Savings,413008,Active,1/26/2017
ACC00372,U00776,B023,649164094520,Savings,324013,Active,1/17/2024
ACC00373,U02313,B018,329219934270,Savings,67718,Active,3/25/2013
ACC00374,U04332,B023,924726780068,Savings,164990,Active,12/17/2016
ACC00375,U00024,B008,753641885415,Savings,255680,Active,10/26/2019
ACC00376,U04415,B002,178892869646,Current,154742,Active,8/5/2020
ACC00377,U03397,B006,691929073097,Savings,386036,Active,4/3/2023
ACC00378,U02493,B020,630211948607,Savings,303064,Active,3/7/2022
ACC00379,U01599,B011,460726214159,Savings,321131,Active,11/3/2012
ACC00380,U02730,B005,928762225447,Savings,199521,Active,12/18/2019
ACC00381,U02309,B022,805689749634,Savings,9769,Active,7/18/2013
ACC00382,U02465,B018,136680787141,Savings,309596,Active,1/17/2021
ACC00383,U00220,B011,627080342086,Savings,208827,Active,1/28/2021
ACC00384,U00287,B021,806799126902,Savings,104990,Active,5/17/2011
ACC00385,U04556,B003,520506221904,Savings,317404,Active,11/19/2015
ACC00386,U04079,B017,258321394919,Savings,285125,Active,10/18/2010
ACC00387,U04644,B012,664789472886,Savings,339489,Active,11/26/2021
ACC00388,U02315,B015,194107467169,Savings,345912,Active,5/16/2015
ACC00389,U04907,B019,755480598434,Savings,202738,Active,9/23/2021
ACC00390,U01046,B014,218840529397,Savings,46698,Active,8/14/2014
ACC00391,U04298,B011,884730243057,Savings,485686,Active,5/3/2019
ACC00392,U02040,B013,391475600740,Savings,138440,Active,9/11/2019
ACC00393,U00270,B028,771669191771,Savings,481785,Active,4/25/2018
ACC00394,U02087,B014,946409143866,Savings,375421,Active,5/28/2015
ACC00395,U04886,B004,530794121938,Savings,412913,Active,12/17/2010
ACC00396,U00056,B019,891403721801,Savings,332937,Active,9/24/2017
ACC00397,U00347,B008,312947168906,Savings,495241,Active,7/17/2013
ACC00398,U01171,B004,287495026564,Savings,141982,Active,2/4/2023
